Cantidad de clientes TS - Time Series Histogram
procesed = 3694.35
mean = 15091.5	variance = 6.47102e+07	sd = 8044.26
minX = 30	maxX = 28800
 5664.12   3.55748
 5694.09   3.55157
 5724.06   3.53939
 5754.03   3.52424
    5784   3.52412
 5813.97   3.50704
 5843.94   3.49414
 5873.91   3.48368
 5903.88   3.47575
 5933.84   3.46885
 5963.81   3.46467
 5993.78   3.46288
 6023.75   3.46688
 6053.72   3.47545
 6083.69    3.4839
 6113.66    3.4839
 6143.62   3.48669
 6173.59   3.48353
 6203.56   3.48183
 6233.53   3.48131
  6263.5   3.48354
 6293.47    3.4929
 6323.44    3.4929
 6353.41   3.50751
 6383.38   3.51197
 6413.34   3.51739
 6443.31   3.52433
 6473.28   3.52824
 6503.25   3.53483
 6533.22   3.55302
 6563.19   3.56487
 6593.16   3.56605
 6623.12   3.56605
 6653.09   3.58078
 6683.06    3.5818
 6713.03   3.58764
    6743   3.59454
 6772.97   3.61027
 6802.94   3.61261
 6832.91   3.61256
 6862.88   3.61239
 6892.84   3.61539
 6922.81   3.62235
 6952.78   3.62276
 6982.75   3.62391
 7012.72   3.62391
 7042.69   3.60647
 7072.66   3.60578
 7102.62   3.59349
 7132.59   3.59349
 7162.56   3.58394
 7192.53     3.569
  7222.5     3.569
 7252.47   3.55928
 7282.44   3.55785
 7312.41   3.55767
 7342.38   3.55715
 7372.34   3.56181
 7402.31   3.56059
 7432.28   3.56059
 7462.25   3.56773
 7492.22   3.58225
 7522.19   3.59922
 7552.16   3.60799
 7582.12    3.6095
 7612.09   3.60675
 7642.06     3.605
 7672.03     3.605
    7702   3.61017
 7731.97   3.61481
 7761.94   3.62048
 7791.91   3.63453
 7821.88   3.64449
 7851.84   3.64595
 7881.81   3.64754
 7911.78    3.6433
 7941.75   3.63129
 7971.72   3.63129
 8001.69   3.63129
 8031.66   3.59885
 8061.62   3.58048
 8091.59   3.58048
 8121.56   3.58048
 8151.53   3.55075
  8181.5   3.55075
 8211.47   3.54335
 8241.44   3.52188
 8271.41   3.52188
 8301.38   3.52188
 8331.34   3.49377
 8361.31   3.49377
 8391.28   3.49377
 8421.25    3.4774
 8451.22   3.47322
 8481.19   3.46002
 8511.16    3.4512
 8541.12    3.4512
 8571.09   3.44065
 8601.06   3.44065
 8631.03   3.44065
    8661   3.42874
 8690.97   3.42652
 8720.94   3.42571
 8750.91   3.42088
 8780.88   3.41666
 8810.84   3.41258
 8840.81   3.40779
 8870.78   3.41137
 8900.75   3.42194
 8930.72   3.42194
 8960.69   3.42687
 8990.66    3.4347
 9020.62   3.44713
 9050.59   3.45499
 9080.56    3.4586
 9110.53    3.4586
  9140.5   3.47665
 9170.47   3.47665
 9200.44    3.4856
 9230.41   3.48679
 9260.38   3.48559
 9290.34   3.48759
 9320.31   3.49923
 9350.28   3.50762
 9380.25   3.51285
 9410.22   3.52564
 9440.19   3.53063
 9470.16   3.53318
 9500.12   3.53318
 9530.09   3.54881
 9560.06   3.55043
 9590.03   3.55115
    9620   3.55419
 9649.97    3.5595
 9679.94    3.5595
 9709.91   3.57369
 9739.88   3.58981
 9769.84   3.60148
 9799.81   3.62022
 9829.78   3.64884
 9859.75   3.65166
 9889.72   3.66123
 9919.69   3.66123
 9949.66    3.6628
 9979.62    3.6605
 10009.6   3.65685
 10039.6   3.64575
 10069.5   3.63347
 10099.5   3.63111
 10129.5   3.63111
 10159.4    3.6231
 10189.4    3.6184
 10219.4    3.6184
 10249.3   3.61597
 10279.3    3.6143
 10309.3   3.61074
 10339.2   3.61068
 10369.2    3.6138
 10399.2    3.6138
 10429.2    3.6138
 10459.1   3.62651
 10489.1   3.62584
 10519.1   3.62697
   10549   3.63018
   10579   3.62816
   10609   3.62898
 10638.9   3.62729
 10668.9   3.62987
 10698.9   3.63641
 10728.8   3.63737
 10758.8   3.63331
 10788.8   3.63331
 10818.8   3.61216
 10848.7    3.6097
 10878.7   3.60713
 10908.7   3.60805
 10938.6   3.60923
 10968.6   3.60817
 10998.6   3.60339
 11028.5   3.59897
 11058.5   3.59653
 11088.5   3.60057
 11118.4   3.60569
 11148.4   3.60808
 11178.4   3.61035
 11208.3   3.62563
 11238.3   3.63254
 11268.3   3.63562
 11298.2   3.63707
 11328.2   3.64146
 11358.2    3.6452
 11388.2   3.65141
 11418.1   3.65832
 11448.1   3.66299
 11478.1   3.67103
   11508   3.67103
   11538    3.6905
   11568   3.70727
 11597.9   3.73781
 11627.9   3.75321
 11657.9   3.76489
 11687.8   3.77846
 11717.8   3.79193
 11747.8   3.80879
 11777.8   3.80879
 11807.7   3.84656
 11837.7   3.86097
 11867.7   3.89309
 11897.6    3.9233
 11927.6   3.94678
 11957.6   3.94678
 11987.5   3.98499
 12017.5   4.02123
 12047.5   4.03754
 12077.4   4.06581
 12107.4   4.08589
 12137.4   4.08589
 12167.3    4.1105
 12197.3   4.13049
 12227.3   4.15047
 12257.2   4.15047
 12287.2   4.17769
 12317.2   4.18861
 12347.2   4.21044
 12377.1   4.23859
 12407.1   4.26324
 12437.1   4.27088
   12467   4.29893
   12497   4.29893
   12527   4.33835
 12556.9   4.36059
 12586.9   4.37793
 12616.9   4.38882
 12646.8   4.40517
 12676.8   4.40692
 12706.8   4.41609
 12736.8   4.42918
 12766.7   4.43785
 12796.7   4.44023
 12826.7   4.44023
 12856.6   4.45798
 12886.6   4.45798
 12916.6   4.47647
 12946.5   4.47695
 12976.5   4.48465
 13006.5   4.49842
 13036.4   4.50007
 13066.4   4.50956
 13096.4   4.51412
 13126.3   4.51561
 13156.3   4.51561
 13186.3   4.51725
 13216.2   4.51666
 13246.2   4.51981
 13276.2   4.52463
 13306.2   4.52641
 13336.1   4.52641
 13366.1   4.52541
 13396.1   4.52837
   13426   4.52846
   13456   4.52712
   13486   4.52765
 13515.9   4.52609
 13545.9   4.52338
 13575.9   4.52227
 13605.8   4.51819
 13635.8   4.50962
 13665.8   4.50516
 13695.8   4.49929
 13725.7   4.49071
 13755.7   4.48468
 13785.7   4.48468
 13815.6   4.46127
 13845.6   4.45398
 13875.6   4.44614
 13905.5   4.43886
 13935.5   4.43495
 13965.5   4.43421
 13995.4    4.4301
 14025.4   4.42927
 14055.4   4.42784
 14085.3   4.43159
 14115.3   4.43656
 14145.3   4.43741
 14175.2   4.43971
 14205.2      4.44
 14235.2   4.44137
 14265.2   4.44165
 14295.1   4.44287
 14325.1   4.44101
 14355.1   4.44101
   14385   4.42728
   14415   4.42728
   14445   4.42728
 14474.9   4.41904
 14504.9   4.41702
 14534.9   4.41488
 14564.8   4.40879
 14594.8   4.40388
 14624.8   4.40335
 14654.8   4.40378
 14684.7   4.40349
 14714.7   4.40088
 14744.7    4.4001
 14774.6   4.39733
 14804.6   4.39518
 14834.6   4.38441
 14864.5   4.38247
 14894.5   4.37156
 14924.5   4.37156
 14954.4   4.35666
 14984.4   4.35537
 15014.4   4.35441
 15044.3   4.35516
 15074.3   4.35399
 15104.3   4.35367
 15134.2   4.35024
 15164.2   4.34355
 15194.2   4.33437
 15224.2   4.32619
 15254.1   4.32137
 15284.1   4.31835
 15314.1   4.31358
   15344   4.31052
   15374   4.31052
   15404    4.2985
 15433.9   4.29315
 15463.9   4.28446
 15493.9   4.27958
 15523.8   4.27695
 15553.8   4.27751
 15583.8   4.27735
 15613.8   4.27708
 15643.7    4.2791
 15673.7    4.2791
 15703.7   4.28478
 15733.6   4.28687
 15763.6   4.28661
 15793.6   4.28821
 15823.5   4.28556
 15853.5   4.28211
 15883.5   4.28146
 15913.4   4.28095
 15943.4   4.27573
 15973.4   4.27364
 16003.3   4.27179
 16033.3   4.26635
 16063.3   4.25721
 16093.2   4.25721
 16123.2   4.25208
 16153.2   4.24071
 16183.2   4.23644
 16213.1   4.23554
 16243.1   4.23455
 16273.1   4.23082
   16303   4.23001
   16333   4.22828
   16363   4.22823
 16392.9   4.23185
 16422.9   4.23647
 16452.9   4.23701
 16482.8   4.23986
 16512.8   4.24235
 16542.8   4.24207
 16572.8   4.23913
 16602.7   4.23724
 16632.7   4.23704
 16662.7   4.23301
 16692.6   4.23085
 16722.6   4.23035
 16752.6   4.23035
 16782.5   4.22424
 16812.5   4.22239
 16842.5   4.22217
 16872.4   4.22022
 16902.4   4.21655
 16932.4   4.21604
 16962.3   4.20799
 16992.3    4.2026
 17022.3    4.2026
 17052.2    4.2026
 17082.2    4.2026
 17112.2   4.17369
 17142.2   4.16783
 17172.1    4.1631
 17202.1   4.15695
 17232.1   4.15388
   17262   4.14832
   17292   4.14309
   17322   4.13973
 17351.9   4.13973
 17381.9   4.13606
 17411.9   4.13691
 17441.8   4.13691
 17471.8    4.1404
 17501.8   4.14031
 17531.8   4.14157
 17561.7   4.14285
 17591.7   4.14285
 17621.7   4.14242
 17651.6   4.14242
 17681.6   4.13611
 17711.6    4.1322
 17741.5   4.13162
 17771.5   4.12923
 17801.5   4.12809
 17831.4   4.12611
 17861.4   4.12316
 17891.4   4.12316
 17921.3    4.1157
 17951.3   4.11275
 17981.3   4.10731
 18011.2   4.10321
 18041.2   4.09855
 18071.2   4.09855
 18101.2   4.09493
 18131.1   4.09143
 18161.1   4.08951
 18191.1   4.08816
   18221    4.0871
   18251   4.08696
   18281   4.08233
 18310.9   4.07919
 18340.9   4.07919
 18370.9    4.0639
 18400.8    4.0639
 18430.8    4.0639
 18460.8    4.0639
 18490.8   4.04612
 18520.7   4.03415
 18550.7   4.03025
 18580.7   4.02694
 18610.6   4.02709
 18640.6   4.02645
 18670.6   4.02751
 18700.5   4.02751
 18730.5   4.02262
 18760.5   4.01923
 18790.4   4.01923
 18820.4   4.01376
 18850.4   4.00903
 18880.3   4.00863
 18910.3   4.00808
 18940.3   4.00911
 18970.2   4.00827
 19000.2   4.00956
 19030.2   4.00782
 19060.2   4.00531
 19090.1    4.0016
 19120.1   4.00188
 19150.1   4.00191
   19180   4.00191
   19210   4.00122
   19240   4.00093
 19269.9   4.00137
 19299.9   4.00252
 19329.9   4.00787
 19359.8   4.00967
 19389.8   4.01714
 19419.8   4.01714
 19449.8   4.02704
 19479.7   4.02704
 19509.7   4.02704
 19539.7   4.02704
 19569.6   4.04759
 19599.6   4.05262
 19629.6   4.05693
 19659.5   4.06044
 19689.5   4.06557
 19719.5   4.07092
 19749.4   4.07675
 19779.4   4.08078
 19809.4   4.08078
 19839.3    4.0912
 19869.3   4.09937
 19899.3   4.10877
 19929.2   4.11612
 19959.2   4.12159
 19989.2   4.13122
 20019.2   4.13964
 20049.1   4.14964
 20079.1   4.15821
 20109.1   4.15889
   20139   4.16981
   20169    4.1797
   20199   4.18543
 20228.9    4.1875
 20258.9    4.1875
 20288.9   4.19431
 20318.8   4.19567
 20348.8   4.19927
 20378.8   4.20519
 20408.8   4.20936
 20438.7   4.20936
 20468.7   4.21996
 20498.7   4.22132
 20528.6   4.22114
 20558.6   4.21925
 20588.6   4.21892
 20618.5   4.21975
 20648.5   4.22105
 20678.5   4.22276
 20708.4   4.22303
 20738.4   4.22541
 20768.4   4.22584
 20798.3   4.22456
 20828.3   4.22456
 20858.3   4.22169
 20888.2   4.21763
 20918.2   4.21262
 20948.2   4.21288
 20978.2   4.21106
 21008.1   4.21003
 21038.1   4.20279
 21068.1   4.20039
   21098     4.194
   21128   4.19091
   21158   4.18842
 21187.9   4.18831
 21217.9   4.18788
 21247.9   4.18633
 21277.8   4.18323
 21307.8   4.17965
 21337.8   4.17965
 21367.8   4.17965
 21397.7   4.17131
 21427.7   4.16837
 21457.7   4.16837
 21487.6   4.16837
 21517.6   4.16284
 21547.6   4.15956
 21577.5   4.15775
 21607.5   4.15366
 21637.5   4.14979
 21667.4   4.14603
 21697.4   4.14483
 21727.4   4.14483
 21757.3   4.14476
 21787.3   4.14476
 21817.3   4.14476
 21847.2   4.14026
 21877.2   4.13646
 21907.2   4.13608
 21937.2   4.13757
 21967.1   4.13875
 21997.1   4.13868
 22027.1   4.14047
   22057   4.14629
   22087   4.14887
   22117   4.15393
 22146.9   4.15614
 22176.9   4.15984
 22206.9   4.16221
 22236.8   4.16235
 22266.8   4.16294
 22296.8   4.16567
 22326.8   4.16557
 22356.7   4.16432
 22386.7   4.16374
 22416.7   4.16519
 22446.6   4.16557
 22476.6   4.16407
 22506.6   4.16312
 22536.5   4.16312
 22566.5    4.1578
 22596.5   4.15367
 22626.4   4.15367
 22656.4    4.1473
 22686.4   4.14297
 22716.3   4.13495
 22746.3   4.13495
 22776.3   4.12618
 22806.2   4.12121
 22836.2   4.11855
 22866.2   4.11855
 22896.2    4.1127
 22926.1   4.10708
 22956.1   4.10133
 22986.1   4.10038
   23016   4.09693
   23046   4.09693
   23076   4.09144
 23105.9   4.08816
 23135.9   4.08701
 23165.9   4.08701
 23195.8   4.07286
 23225.8   4.07155
 23255.8   4.07155
 23285.8   4.06325
 23315.7   4.05994
 23345.7   4.05867
 23375.7   4.05543
 23405.6   4.05455
 23435.6   4.05296
 23465.6   4.05378
 23495.5   4.05526
 23525.5   4.05808
 23555.5   4.06221
 23585.4   4.06322
 23615.4   4.06298
 23645.4   4.06039
 23675.3   4.05667
 23705.3   4.05477
 23735.3   4.04988
 23765.2   4.04793
 23795.2   4.04356
 23825.2    4.0395
 23855.2    4.0358
 23885.1   4.03323
 23915.1   4.02809
 23945.1   4.02809
   23975   4.01959
   24005   4.01748
   24035   4.01486
 24064.9    4.0135
 24094.9   4.01291
 24124.9   4.01121
 24154.8   4.00754
 24184.8   4.00754
 24214.8   4.00332
 24244.8   4.00234
 24274.7    4.0008
 24304.7   3.99909
 24334.7   3.99663
 24364.6   3.99486
 24394.6   3.99487
 24424.6   3.99348
 24454.5   3.99091
 24484.5   3.98945
 24514.5   3.98704
 24544.4   3.98704
 24574.4   3.97997
 24604.4   3.97648
 24634.3   3.97555
 24664.3    3.9747
 24694.3   3.97307
 24724.2   3.97117
 24754.2   3.97021
 24784.2   3.97021
 24814.2   3.96869
 24844.1   3.96563
 24874.1   3.96398
 24904.1   3.96487
   24934   3.96622
   24964   3.97323
   24994   3.97545
 25023.9   3.97537
 25053.9   3.97537
 25083.9   3.97537
 25113.8   3.96786
 25143.8   3.96786
 25173.8    3.9603
 25203.8    3.9603
 25233.7   3.95546
 25263.7   3.95302
 25293.7   3.95208
 25323.6    3.9499
 25353.6   3.94804
 25383.6   3.94804
 25413.5   3.94141
 25443.5   3.93992
 25473.5    3.9365
 25503.4   3.93397
 25533.4   3.93047
 25563.4   3.92921
 25593.3   3.92684
 25623.3   3.92588
 25653.3   3.92381
 25683.2   3.91986
 25713.2   3.91762
 25743.2   3.91385
 25773.2   3.91348
 25803.1   3.91348
 25833.1   3.91375
 25863.1   3.91442
   25893   3.91344
   25923   3.91568
   25953   3.91604
 25982.9   3.91471
 26012.9   3.91471
 26042.9   3.91034
 26072.8   3.90887
 26102.8   3.90887
 26132.8   3.90751
 26162.8   3.90751
 26192.7   3.90923
 26222.7   3.90855
 26252.7   3.90958
 26282.6   3.90958
 26312.6   3.90977
 26342.6    3.9111
 26372.5   3.91156
 26402.5   3.91369
 26432.5   3.91477
 26462.4   3.91689
 26492.4   3.91924
 26522.4   3.91924
 26552.3   3.91924
 26582.3   3.91672
 26612.3   3.91639
 26642.2   3.91651
 26672.2   3.91651
 26702.2   3.91936
 26732.2   3.91936
 26762.1   3.92876
 26792.1   3.92952
 26822.1   3.93156
   26852   3.93165
   26882   3.93363
   26912   3.93292
 26941.9    3.9341
 26971.9   3.93533
 27001.9   3.93763
 27031.8   3.93763
 27061.8   3.94658
 27091.8   3.94898
 27121.8   3.95729
 27151.7   3.96169
 27181.7   3.97146
 27211.7   3.98192
 27241.6   3.99056
 27271.6   3.99777
 27301.6   4.00616
 27331.5    4.0167
 27361.5   4.02749
 27391.5   4.03516
 27421.4   4.04947
 27451.4   4.05861
 27481.4   4.06194
 27511.3    4.0788
 27541.3    4.0869
 27571.3    4.0914
 27601.2   4.10015
 27631.2     4.112
 27661.2   4.11651
 27691.2   4.12413
 27721.1   4.12796
 27751.1   4.13419
 27781.1   4.13704
   27811   4.13865
   27841   4.14041
   27871   4.14456
 27900.9    4.1469
 27930.9   4.14977
 27960.9   4.14977
 27990.8   4.15116
 28020.8   4.15074
 28050.8   4.14896
 28080.8   4.14857
 28110.7   4.14835
 28140.7   4.14981
 28170.7    4.1494
 28200.6   4.14933
 28230.6   4.14965
 28260.6    4.1484
 28290.5   4.14876
 28320.5    4.1479
 28350.5    4.1467
 28380.4   4.14568
 28410.4   4.14729
 28440.4   4.14702
 28470.3   4.14654
 28500.3   4.14532
 28530.3   4.14306
 28560.2   4.14306
 28590.2    4.1412
 28620.2    4.1384
 28650.2    4.1384
 28680.1   4.13169
 28710.1   4.13004
 28740.1   4.12727
   28770    4.1243
